sentence,target_logits,concept_logits,concept_gradient,label,concept_label
lesson in power and control verbal domestic violence this morning joe demonstrated classic behaviors of enabling family members or co workers navarro continued to dismiss everyone but joe that should explain all viewers need to know <user> way to keep after it,[[0.9948205  0.00517951]],[[0.0437056  0.00403854 0.6378653 ]],[[ 0.16761716 -0.08498286 -0.00873193]],0,[[0. 0. 0.]]
an idiot a nigger a jew a muslim you are not british if you live in that cunt of a place,[[0.00396053 0.9960395 ]],[[0.92996746 0.92726076 0.59942895]],[[0.01748222 0.16641529 0.00436384]],1,[[1. 0. 0.]]
trying to convince carter he should go as slutty bob ross for halloween 🤞,[[0.99317485 0.00682516]],[[0.03319365 0.00875751 0.4149001 ]],[[ 0.15590803 -0.09172325 -0.02646491]],0,[[0. 0. 0.]]
whio wants to be my slave dm me slave gay sexting incest horny femboy trap,[[0.9154232  0.08457676]],[[0.03389213 0.02061007 0.6881966 ]],[[ 0.22236651 -0.11461114 -0.01341643]],0,[[0. 0. 0.]]
niggas looking for love we need to be looking for women like mary j blige she been looking for real love since the <number>,[[0.99394315 0.00605678]],[[0.22287811 0.00440232 0.83137083]],[[ 0.1539006  -0.16592382  0.07175718]],0,[[0. 0. 0.]]
naacp is not actually for niggers naacp helped abort more nigger babies than any org,[[0.0059037 0.9940963]],[[0.99283737 0.06816218 0.33712947]],[[ 0.15722658  0.11205984 -0.02233391]],1,[[1. 0. 0.]]
so now in nyc you get a 2 5 0 k fine for saying illegal alien the official term for a foreign national living in a country without authorization but get over the use of the word nigger niggers tuesday thoughts,[[0.0250962 0.9749039]],[[0.9710541  0.02933544 0.14116149]],[[ 0.10680137  0.18673131 -0.03656739]],1,[[1. 0. 0.]]
when their still putting the dead in body bags but all you can think about is the backlash islamophobia the moslem community might face,[[0.54868793 0.451312  ]],[[0.03127272 0.98188627 0.1510065 ]],[[ 0.29738903 -0.03533767 -0.04038933]],0,[[0. 0. 0.]]
sunday it was why do not women send messages so aggressive they are borderline harassment and last night it was what kind of porn do women watch,[[0.991413   0.00858698]],[[0.02527378 0.02374038 0.93490154]],[[ 0.1800727  -0.05368274  0.02036848]],0,[[0. 0. 1.]]
<user> also did trump ask the women <number> <number> year old girls if they were in their fertile period before he raped them most rapists are not polite enough to ask 🤬 🤬 🤬,[[0.9833124  0.01668759]],[[0.02285852 0.03113941 0.572625  ]],[[ 0.1849204  -0.07578354 -0.01270776]],0,[[0. 0. 0.]]
that thing where you tie one running shoe than get distracted before shoe number two,[[0.99031407 0.00968587]],[[0.0366991  0.02064871 0.4319004 ]],[[ 0.0604712  -0.17334902 -0.03049425]],0,[[0. 0. 0.]]
<user> what about minor girls being raped by muslim men recent mms would you assure it wont happen,[[0.9804427  0.01955731]],[[0.01337175 0.95568544 0.41449386]],[[ 0.20986249  0.05141707 -0.01590395]],0,[[0. 1. 0.]]
<user> hey mate what are the stats on rape when i saw the nisvs survey it stated that along with made to penetrate women are still raped at higher numbers,[[0.9803908  0.01960925]],[[0.04773464 0.03192241 0.7697632 ]],[[ 0.23321958 -0.05207293 -0.01020409]],0,[[0. 0. 0.]]
you are going to heaven furry faggot jk hell for you,[[0.00636787 0.99363214]],[[0.25920215 0.10127243 0.6366253 ]],[[0.03557095 0.19201209 0.00669035]],1,[[0. 0. 1.]]
i just want to say muslimes f off,[[0.00615558 0.9938444 ]],[[0.12019201 0.7130233  0.1101265 ]],[[ 0.02680355  0.18053655 -0.01084178]],1,[[0. 1. 0.]]
i can post the nigger word as much as i want here lol,[[0.02037563 0.9796244 ]],[[0.99235654 0.01320466 0.2304799 ]],[[ 0.11781067  0.26613414 -0.00836486]],1,[[1. 0. 0.]]
hm 🤔 maybe if i survive my chemo and grow up i could be a lifeguard at a nigger swimming pool 🤔,[[0.00777544 0.9922246 ]],[[0.9870094  0.05880234 0.17992267]],[[ 0.14600153  0.12189674 -0.04647236]],1,[[1. 0. 0.]]
idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,[[0.00502567 0.9949744 ]],[[0.98526925 0.16994065 0.45453447]],[[0.09510091 0.16540696 0.0029957 ]],1,[[1. 0. 0.]]
biopunk what if poor ppl had to deliberately sell their body parts to be used as accessories by the rich while they are still alive it was literally priced by white supremacist standards of what bodies are superior thus more valuable the natural wig industry already exists,[[0.75365293 0.24634705]],[[0.72458243 0.03902068 0.72448367]],[[ 0.2397184  -0.07698335 -0.00555909]],0,[[0. 0. 0.]]
theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously,[[0.00304775 0.9969522 ]],[[0.7457343  0.98471755 0.28727683]],[[ 0.03954923  0.20826687 -0.01561336]],1,[[0. 1. 0.]]
anders breivik required <number> shots to kill <number> bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target,[[0.9362152  0.06378484]],[[0.02457249 0.44306013 0.09626091]],[[ 0.24997015 -0.03853762 -0.0266532 ]],0,[[0. 0. 0.]]
our condolences to your family kelly the nigger needs to be publicly hung make it a short drop so it feels let the thing hang for a day or two to remind the nigger that this is what happens when you harm a white,[[0.00638255 0.9936174 ]],[[0.99088913 0.07396898 0.4286265 ]],[[ 0.1710134   0.10499873 -0.00716627]],1,[[1. 0. 0.]]
the lion of jewdea starts a orginazition known as the christian resistance and we capture north america,[[0.76739466 0.23260534]],[[0.04078474 0.47467765 0.12234572]],[[ 0.2060364  -0.05773044 -0.03566505]],0,[[0. 0. 0.]]
in <number> there was <number> million white christian south africans now kike are gruesomly genociding those <number> million peacefull european white minority today <number> million left and still going strong alt right white brothers and sisters,[[0.00459888 0.99540114]],[[0.05635999 0.99646413 0.10022312]],[[0.0440804  0.34540868 0.00966759]],1,[[0. 1. 0.]]
if i do not have anything i have islam so what else really matters,[[0.8859198  0.11408021]],[[0.01279115 0.8798564  0.29429236]],[[ 0.2853793  -0.02600738 -0.03105973]],0,[[0. 0. 0.]]
funny you should mention that muzzies believe dog saliva is filthy according to mohamed they r truly vile 🤣,[[0.00532507 0.9946749 ]],[[0.04159097 0.9764107  0.10322502]],[[0.0913441  0.17781854 0.02776391]],1,[[0. 1. 0.]]
i think ancestry com only exists to troll white liberals by telling them they have some nigger dna 😹 😹 😹,[[0.02324847 0.97675157]],[[0.9891908  0.05196297 0.7509168 ]],[[0.15400279 0.21886282 0.02903992]],1,[[1. 0. 0.]]
<user> <user> i am not gay or a sailor fine to that but i do badly want to be the ship queer,[[0.9927898  0.00721025]],[[0.03261711 0.00650598 0.13186444]],[[ 0.19259094 -0.08563452 -0.05221882]],0,[[0. 0. 0.]]
women boobs nude full breasted women camsex site sex cam fetish,[[0.9521036  0.04789633]],[[0.03520244 0.0587699  0.9529514 ]],[[ 0.24556239 -0.05743156 -0.00354727]],0,[[0. 0. 0.]]
plz let nebula pulverize that giant sadistic grape,[[0.583015 0.416985]],[[0.45743725 0.01186871 0.12106255]],[[ 0.24952309 -0.05971918 -0.02910013]],0,[[0. 0. 0.]]
couple of days ago corrupt dhimmi moslem cock suckers in msm said <number> rohingya moslems gone to bangladesh earlier 2 day skynews said <number> now channel 4 news say <number> me thinks fake news by moslem funded whores quite frankly who gives a shit as long as moslems fo to moslem shit holes,[[0.00501325 0.9949868 ]],[[0.03591657 0.9975975  0.35016176]],[[0.10658768 0.29178876 0.00721146]],1,[[0. 1. 0.]]
if calvin scrapes his cereal bowl one more time carter is going to be without a dad,[[0.9874326  0.01256742]],[[0.04948004 0.00982337 0.23039049]],[[ 0.12680951 -0.17254514 -0.06623878]],0,[[0. 0. 0.]]
yellow kirby likes to wear women clothing,[[0.90149057 0.09850945]],[[0.04435712 0.05082691 0.9316662 ]],[[ 0.21244544 -0.0882666   0.02173004]],0,[[0. 0. 0.]]
<user> ‍ daily reminder that nick the spic is a faggot who gets off on catboy porn pathetic and sad,[[0.04094979 0.95905024]],[[0.33784288 0.07931161 0.24832822]],[[0.01910903 0.24261634 0.00989331]],1,[[1. 0. 0.]]
hey sandnigger monkey enjoying the suppression of rights in america well get ready whites you know kinda like that too lynching non white subhumans as a hobby is in our genes millions of whites are looking forward to it,[[0.00267163 0.9973284 ]],[[0.98042715 0.41553164 0.45241284]],[[0.05868766 0.14637138 0.00418899]],1,[[0. 0. 0.]]
when muzzies rule the uk this is what happens,[[0.00708131 0.99291867]],[[0.34075415 0.88343483 0.03582674]],[[0.03259435 0.1836832  0.02880885]],1,[[0. 1. 0.]]
<user> <user> asians have always been poc asians east asians were considered yellow and part of the mongoloid race our treatment throughout american history also has marked us as other and non white,[[0.99312955 0.00687038]],[[0.14775717 0.01628869 0.01059237]],[[ 0.16276303 -0.08913514 -0.15239747]],0,[[0. 0. 0.]]
taserface ahahahahahahahahahahahaha almost as hilarious as having a nigger for president amirite,[[0.00912252 0.99087745]],[[0.9894098  0.15401359 0.20748831]],[[ 0.16045623  0.14607014 -0.05524135]],1,[[1. 0. 0.]]
you are a anti white non white basterdised cultural marxist psychopath no name brand we are white pedigree and dont need fups like yourself in the white race we dont want you there is no place for you in a white society please kill yourself and i am not your friend nigger,[[0.0042917 0.9957082]],[[0.97326106 0.07459973 0.5317905 ]],[[0.03096007 0.19295073 0.00399908]],1,[[1. 0. 0.]]
bitches broken hearts,[[0.9926232  0.00737679]],[[0.04344552 0.00562027 0.6267264 ]],[[ 0.19090785 -0.1362465   0.00031712]],0,[[0. 0. 1.]]
weird niggas weird,[[0.98006755 0.01993247]],[[0.34099185 0.00757772 0.5634877 ]],[[ 0.23476961 -0.03752645 -0.02109832]],0,[[0. 0. 0.]]
<user> i agree with this not that it matters tho cause i am a white boi lmfao,[[0.8891888  0.11081124]],[[0.75578153 0.0068076  0.34532017]],[[ 0.28900948 -0.1020767  -0.02640325]],0,[[0. 0. 0.]]
suicide the camel face muscum cunt,[[0.00766701 0.99233305]],[[0.4888057 0.6470756 0.9314552]],[[0.02728023 0.19462366 0.03737424]],1,[[0. 1. 1.]]
new rule in all competitive shows baking dancing or other let paki or nigger token win in order to win public support and hide our true racist feeling for coloureds british broadcasting rules and regulations <number>,[[0.00618563 0.99381435]],[[0.9792586  0.30077788 0.2489692 ]],[[ 0.08836298  0.18413827 -0.00837077]],1,[[1. 1. 0.]]
taehyung dislikes white people so much,[[0.9399784  0.06002164]],[[0.24906316 0.00727903 0.41531956]],[[ 0.23688942 -0.07486606 -0.02286466]],0,[[0. 0. 0.]]
well ya can not take the nigger out of the nigger but you can leave the black greasy motherfuckers in china,[[0.00478004 0.99522   ]],[[0.9903262 0.2515964 0.842305 ]],[[0.14756225 0.16348143 0.05658405]],1,[[1. 0. 0.]]
<user> <user> <user> <user> ⬆️ is not m ichael g oguen looking at using crispr to eliminate autism 🤔 $$ white nationalists,[[0.9944102  0.00558976]],[[0.12985806 0.0301986  0.03900927]],[[ 0.15483975 -0.0570809  -0.07745478]],0,[[1. 0. 0.]]
anytime bro rekt the kike christ cuck fuckers shits about to get real,[[0.00455364 0.9954464 ]],[[0.18348728 0.9922691  0.4040707 ]],[[-0.00688904  0.21775413 -0.00325996]],1,[[0. 1. 0.]]
i am part potato nigger so i am not welcome here anymore i have to go back,[[0.00377163 0.99622846]],[[0.9904399  0.10102765 0.24942702]],[[ 8.2237154e-02  1.8015687e-01 -1.5576443e-04]],1,[[1. 0. 0.]]
jew on a stick now kike in a bag whatever will they think of next,[[0.00324593 0.996754  ]],[[0.0439417  0.99564725 0.2403681 ]],[[0.06088496 0.2803405  0.01224966]],1,[[0. 1. 0.]]
<user> that nothing alan partridge was <number>,[[0.9946896  0.00531048]],[[0.02777833 0.00639459 0.09169402]],[[ 0.1895391  -0.0850189  -0.04500198]],0,[[0. 0. 0.]]
frank dicpario and the misogenous potatoes a blackened math metal band,[[0.9547877  0.04521232]],[[0.710597   0.01426781 0.11715554]],[[ 0.2263034  -0.05174838 -0.01977623]],0,[[0. 0. 0.]]
the <number> russian from twitter are costing kike land some shekels legendary alt right barbaric khazar kike,[[0.00288772 0.9971123 ]],[[0.07097653 0.99604297 0.19841221]],[[ 0.00708203  0.24250449 -0.00594635]],1,[[0. 1. 0.]]
<user> i fucking hate you for this,[[0.94840384 0.05159622]],[[0.03236053 0.00544918 0.30139017]],[[ 0.23060589 -0.15476348 -0.03487876]],0,[[0. 0. 0.]]
<user> <user> yeah that whole fat joe thing was a mess not all latinos are black or of african descent many latinos are white many have no african ancestry some are even asian for example there is a large asian population in south america e g ecuador brazil peru chile etc,[[0.9911849  0.00881506]],[[0.37529886 0.00352571 0.06158286]],[[ 0.21547942 -0.05008173 -0.02699929]],0,[[0. 0. 0.]]
honestly what the difference between the portuguese burger the rio one and the chili fish one from mcdonald they all look like the same shit,[[0.97260654 0.02739348]],[[0.05185231 0.03461505 0.06755783]],[[ 0.14941104 -0.10918127 -0.10086799]],0,[[0. 0. 0.]]
<user> dm me,[[0.9796799 0.0203201]],[[0.01142587 0.01803025 0.2065685 ]],[[ 0.18569006 -0.13471004 -0.0465577 ]],0,[[0. 0. 0.]]
a plain white boy running from demons to escape white privlege,[[0.940116   0.05988404]],[[0.27518645 0.01568198 0.3887287 ]],[[ 0.21765123 -0.08380891 -0.02442545]],0,[[1. 0. 0.]]
im a slut for the entire cql ost i listen to literally every single day,[[0.97935665 0.02064337]],[[0.03877907 0.01414733 0.60272187]],[[ 0.15898077 -0.09971297 -0.01654791]],0,[[0. 0. 1.]]
my great great granddaddy let his niggers play sports it called whichever nigger picks the most cotton today gets a piece of bacon in his bowl of grits tonight do the touchdown dance nigger,[[0.01033873 0.9896612 ]],[[0.9959084  0.02880428 0.21780373]],[[ 0.1936936   0.18911348 -0.02397254]],1,[[1. 0. 0.]]
alex is my friend not a stupid nigger other alex is,[[0.00801775 0.9919823 ]],[[0.9914117  0.03810303 0.4126933 ]],[[ 0.18075503  0.12471759 -0.00965584]],1,[[1. 0. 0.]]
we need common sense nigger control,[[0.00548127 0.9945187 ]],[[0.9918892  0.03601386 0.269304  ]],[[ 0.16589148  0.10874795 -0.03252503]],1,[[1. 0. 0.]]
do not break your arm jerking yourself off on twitter kike,[[0.00486884 0.99513113]],[[0.06002238 0.98806995 0.23628742]],[[-0.05405644  0.22281449 -0.03436518]],1,[[0. 1. 0.]]
testing are you allowed to say nigger on here,[[0.10225314 0.8977469 ]],[[0.96782076 0.00662174 0.17090069]],[[ 0.1130156   0.29608306 -0.02538544]],1,[[1. 0. 0.]]
cia nigger apologizes to pol for the poz,[[0.00715209 0.9928479 ]],[[0.99165386 0.00815909 0.31928742]],[[ 0.17115964  0.18938847 -0.01020652]],1,[[1. 0. 0.]]
<user> lets the degenerate kike <user> ‍ fuck him in the ass and cries piteously during the torrid act but deep down he very much aroused at the idea of a filthy jew dominating him that a real radical agenda next week tune in for the threesome with paul nehlen,[[0.01012898 0.9898711 ]],[[0.19894819 0.9835216  0.20315929]],[[-0.01420738  0.2584137  -0.01910914]],1,[[0. 1. 0.]]
how about i fire a lime off ya head you filthy paki bastard,[[0.00595966 0.9940403 ]],[[0.38033518 0.8937341  0.2679355 ]],[[0.01881617 0.17979614 0.00536116]],1,[[0. 1. 0.]]
boko haram released over <number> girls it had kidnapped years ago because they are mussleman now if britain could just get the muzzies up there in teleford or luton to follow suit and release the little white girls they are holding in slavery and forced prostitution,[[0.00426341 0.9957366 ]],[[0.3575368  0.9747414  0.61778367]],[[0.03232541 0.16970225 0.00758987]],1,[[0. 1. 0.]]
my next apt is taking forever on the background check my imagination so about your secret racist posting career what exactly did you mean in <date> by gelatinous sheboon theatrics,[[0.05312011 0.9468799 ]],[[0.58599955 0.06928068 0.5104128 ]],[[0.014022   0.21526872 0.00431313]],1,[[1. 0. 1.]]
white people getting too comfortable with using the word ghetto,[[0.9538415  0.04615849]],[[0.86242056 0.00478322 0.17939395]],[[ 0.27522808  0.00823535 -0.00474296]],0,[[0. 0. 0.]]
